Category,Name,Summary_en,Summary_de
Rare dog breeds,Sussex Spaniel,"The Sussex Spaniel is a breed of dog native to Sussex in southern England. It is a low, compact spaniel and is as old a breed as and similar in appearance to the Clumber Spaniel. They can be slow-paced, but can have a clownish and energetic temperament. They suffer from health conditions common to spaniels and some large dogs, as well as a specific range of heart conditions and spinal disc herniation.
The Sussex Spaniel was first recorded in 1795 in East and West Sussex, being at Goodwood and Rolvenden for specific hunting conditions. The breed nearly became extinct during the Second World War, but was bred back to sustainable numbers. It is now more popular in the United Kingdom and the United States than any other countries, and is recognised by all major kennel clubs. The breed was one of the first to be recognised by the UK Kennel Club in 1872. Sussex Spaniel Stump won the best in show in 2009 at the 133rd Westminster Kennel Club.","Der Sussex Spaniel ist eine von der FCI anerkannte britische Hunderasse (Nr.127, Gr.8, Sek.2)."
Rare dog breeds,Swedish Lapphund,"The Swedish Lapphund (Swedish: Svensk lapphund) is a breed of dog of the Spitz type from Sweden, one of three Lapphund breeds developed from a type of dog used by the Sami people for herding and guarding their reindeer.
The expression ""the black beauty of Norrland"" is very often attributed to the Swedish lapphund, which is most likely one of Sweden's oldest breeds.","Der Schwedische Lapphund ist eine von der FCI anerkannte schwedische Hunderasse (FCI-Gruppe 5, Sektion 3, Standard Nr. 135), die zu den Lapphunden gezählt wird."
Rare dog breeds,Swedish Vallhund,"The Swedish Vallhund, also known as the Västgötaspets and Swedish cow dog, is a breed of dog native to Sweden. The breed's name, Vallhund, when translated into English, means herding dog, as the Swedish Vallhund was originally bred as a drover and herder of cows over 1,000 years ago. In 1942, the dog came close to extinction, but careful breeding and publicity by Swedish national Bjorn von Rosen and K. G. Zettersten managed to revive the breed in popularity and save it from its likely end. In 1943, the Swedish Kennel Club recognized the Swedish Vallhund as a breed, and officially categorized the Swedish Vallhund as ""the Västgötaspets"" for Västergötland, the province in which their revival took place. Since then, the breed has been recognized by, and bred in, over ten countries and has gained some popularity.","Der Västgötaspets ist eine von der FCI anerkannte schwedische Hunderasse (FCI-Gruppe 5, Sektion 3, Standard Nr. 14)."
Rare dog breeds,Tatra Shepherd Dog,"The Tatra Shepherd Dog, Polish: Polski Owczarek Podhalański, is a Polish breed of large flock guardian dog originating in the Tatra Mountains of the Podhale region of southern Poland.: 78 : 148  It was fully recognised by the Fédération Cynologique Internationale in 1963. It is one of five dog breeds originating in Poland, the others being the Polish Greyhound, the Polish Hound, the Polish Hunting Dog and the Polish Lowland Sheepdog.: 254","Der Polski Owczarek Podhalanski (Tatra Schäferhund), auch Tatrahund, Tatra-Hirtenhund sowie Podhalaner, ist eine von der FCI anerkannte polnische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 252)."
Rare dog breeds,Tazy,"Tazy is a breed of sighthound hunting dog originating from Kazakhstan. Though it looks similar to Saluki sighthound, it is a different dog breed.","Der Mittelasiatische Tazi (Sredne-aziatskaja borzaja, Turkmenskaja borzaja, Казахская Тазы – Kasachskaja Tazi) ist eine von der Russischen Kynologischen Föderation und dem Kasachischen Kynologenverband anerkannte Hunderasse aus den zentralasiatischen GUS-Republiken. Die FCI hat die Rasse bisher nicht anerkannt."
Rare dog breeds,Thai Bangkaew Dog,The Thai Bangkaew Dog (Thai: ไทยบางแก้ว) is an Asian dog breed. It is a medium-sized spitz-type dog.,"Der Thai Bangkaew Dog ist eine von der FCI vorläufig anerkannte Hunderasse aus Thailand (Gruppe 5, Sektion 5, Standard-Nummer 358)."
Rare dog breeds,Thai Ridgeback,"The Thai Ridgeback (Thai: ไทยหลังอาน, RTGS: Thai Lang-An) is a dog from Thailand. The Thai Ridgeback is one of only three breeds that has a ridge of hair that runs along its back in the opposite direction to the rest of the coat. The other two are the Rhodesian Ridgeback and the Phu Quoc Ridgeback.","Der Thai Ridgeback ist eine von der FCI anerkannte Hunderasse (FCI-Gruppe 5, Sektion 7, Standard Nr. 338) aus Thailand."
Rare dog breeds,Tosa (dog),"The Tosa Inu (土佐, also called the Tosa-Ken and Japanese Mastiff) is a breed of dog of Japanese origin that is considered rare. It was originally bred in Tosa, Shikoku (present day Kōchi) as a fighting dog and is the only breed still used (legally) in Japanese dog fighting. Ownership is restricted in some countries as a dangerous breed.
In South Korea it's one of the main dog meat breeds alongside with Nureongi dogs.","Der Tosa (jap. 土佐闘犬, Tosa tōken, dt. „Tosa-Kampfhund“ oder 土佐犬, Tosa inu/ken, dt. „Tosa-Hund“ was jedoch auch den Shikoku bezeichnen kann) ist eine von der FCI anerkannte japanische Hunderasse (FCI-Gruppe 2, Sektion 2.1, Standard Nr. 260)."
Rare dog breeds,Toy Fox Terrier,"The Toy Fox Terrier is a small terrier breed of dog, directly descended from the larger Smooth Fox Terrier but since 1936, it has been registered in the USA with the UKC as a separate breed.",Der American Toy Terrier oder Toy Fox Terrier ist eine nicht von der FCI anerkannte Hunderasse aus den Vereinigten Staaten.
Rare dog breeds,Transylvanian Hound,"The Transylvanian Hound (Hungarian: erdélyi kopó [ˈɛrdeːji kopoː]; Romanian: copoi ardelenesc Romanian pronunciation: [ko'poj ardele'nesk]; also known as the Transylvanian Scent Hound or Hungarian Hound) is a dog breed originating from Hungary and Transylvania (Transylvania was part the Kingdom of Hungary-nowadays Romania) and was historically primarily used for hunting. It is a strong, medium-sized scent hound, characterized by a black body, with tan and sometimes white markings on the muzzle, chest and extremities, and distinctive tan eyebrow spots. It has a high-pitched bark for a dog of its size. The breed was rescued from extinction by focused breeding efforts in the late 20th century. There were formerly two varieties, the tall and the short, developed for different kinds of hunting in the Middle Ages. Only the tall variety survives today.","Der Erdélyi Kopó (Transsylvanischer Laufhund, Ungarische Bracke) ist eine von der FCI anerkannte Hunderasse aus Ungarn (FCI-Gruppe 6, Sektion 1, Standard Nr. 241). Die Übersetzung des Wortes Erdélyi aus dem Ungarischen heißt siebenbürgisch, das Wort Kopó verweist auf einen Laufhund."
Rare dog breeds,Treeing Tennessee Brindle,"The Treeing Tennessee Brindle is a breed of cur. Since 1995, its records have been maintained through the American Kennel Club's Foundation Stock Service Program.",Der Treeing Tennessee Brindle ist eine nicht FCI-anerkannte Hunderasse aus dem US-Bundesstaat Tennessee. Er wird vom AKC im Hinblick auf eine mögliche Anerkennung in seinem Foundation Stock Service geführt. Die Rasse wird den Coonhounds zugerechnet.
Rare dog breeds,Treeing Walker Coonhound,"The Treeing Walker Coonhound is a breed of hound descended from the English and American Foxhounds. The breed originated in the United States when a stolen dog known as ""Tennessee Lead"" was crossed into the Walker Hound in the 19th century. The Treeing Walker Coonhound was recognized officially as a breed by the United Kennel Club in 1945 and by the American Kennel Club in 2012.
The Treeing Walker Coonhound was bred primarily to hunt raccoons, but it is also used on other game such as deer, bears, bobcats or cougars. The breed is vocal with a distinctive bay that allows its owner to identify their hound from great distances. It has a clear, ringing voice that changes to a steady chop at the tree. Treeing Walker Coonhounds tend to do best in working homes.","Der Treeing Walker Coonhound ist eine nicht von der FCI anerkannte Hunderasse aus den USA, die zu den Coonhounds gezählt wird. Die Rasse wird von AKC und UKC anerkannt und von beiden Clubs in der Hound Group geführt.
Der Treeing Walker Coonhound, ein Abkömmling des English Foxhound, den Thomas Walker 1742 nach Virginia einführte, wurde als eigenständige Rasse erst 1945 anerkannt. Er hat das Erscheinungsbild des Stammvaters Bloodhound behalten. Er ist ein mittelgroßer bis großer (bis 69 cm, 32 kg) Hund für die Waschbärenjagd. Als Erbe vom Bloodhound sind seine Ohren groß, hängend und lappig. Das Fell ist kurz, glatt, dicht, zwei- und dreifarbig. Der Hund wird als Jagdhund auf Waschbären (raccoons) und Opossums eingesetzt."
Rare dog breeds,Tyrolean Hound,"The Tyrolean Hound is a breed of dog that originated in Tyrol also called the Tiroler Bracke or Tyroler Bracke. They are scent hounds that descended from the Celtic hounds in the late 1800s, mainly for their hunting skills. They are hardworking, passionate, and independent dogs not known for their size, but rather their intelligence. For that reason, hunters can regularly use these dogs to catch their prey, wounded or otherwise. Their ability to stretch over long distances, on rough hot or cold terrain for their prey is also another perk of keeping this dog by your side. Hunters do have to worry about injuries to their dog, however, along with the common injuries that these dogs obtain throughout their life, like hip dysplasia or ear infections. Barring any injuries, these dogs tend to live an energetic life for about 12-14 years, and tend to be an overall healthy and robust dog.","Die Tiroler Bracke ist eine von der FCI anerkannte österreichische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 68)."
Rare dog breeds,Villano de Las Encartaciones,"The Villano de Las Encartaciones is a Spanish breed of large working dog from the region of Las Encartaciones in the province of Biscay, in the Basque country; it is found also in Álava, in eastern Cantabria and in northern Burgos.: 596  The traditional use of the dogs is in management of the Monchina breed of cattle of Cantabria and the Paìs Vasco, and particularly to assist with bringing the cattle down from the mountain pastures between October and December. In 2009 there were fewer than 200 dogs registered in the studbook.: 596","Villano de Encartaciones ist eine Hunderasse aus Las Encartaciones (Bizkaia, Baskenland)."
Rare dog breeds,Villanuco de Las Encartaciones,"The Villanuco de Las Encartaciones (Basque: Enkarterriko Billanuko, Cantabrian: Villanucu) is a Spanish breed of small dog of ratter type. It originates in the comarca of Enkarterri (Spanish: Las Encartaciones) in the Basque Autonomous Community in northern Spain. It is one of five Basque breeds of dog, the others being the Basque Shepherd Dog, the Erbi Txakur, the Pachón de Vitoria and the Villano de Las Encartaciones, and one of fourteen animal breeds native to the País Vasco.It is critically endangered: in 2009 there were fewer than fifty examples.: 599","Villanuco de Encartaciones, deutsch: Ratonero Vasco („Baskischer Ratonero“), ist eine Hunderasse aus Nordspanien."
Rare dog breeds,Volpino Italiano,The Volpino Italiano or Volpino is an Italian breed of dog of Spitz type. It is closely related to the Pomeranian: 234  and to the German Spitz.,"Der Volpino Italiano ist eine von der FCI anerkannte italienische Hunderasse (FCI-Gruppe 5, Sektion 4, Standard Nr. 195).
Kleiner (bis 30 cm), typisch aussehender Spitz. Der Volpino Italiano hat sich in Italien entwickelt und unterscheidet sich durch einen gewölbteren Schädel und längere Ohren von anderen Spitz-Rassen. Sein Haar ist immer glatt lang, gerade abstehend, was den Hund sehr voluminös erscheinen lässt, in weiß oder rot; champagnerfarben wird er nicht gerne gesehen. Die Ohren sind klein, dreieckig, aufrecht. Seine Rute wird immer auf dem Rücken gerollt getragen."
Rare dog breeds,Wetterhoun,"The Wetterhoun (translated into English as the Frisian Water Dog) is a breed traditionally used as a hunting dog for small game and waterfowl and native to the province of Friesland in the Netherlands. The name of the breed comes from the West Frisian Wetterhûn, meaning ""water dog."" The plural of Wetterhoun is Wetterhounen in Frisian. The breed may also be called the Otterhoun (not to be confused with the Otterhound) or Dutch Spaniel, although it is not a Spaniel-type dog.","Der Wetterhoun oder Friesische Wasserhund ist eine von der FCI (Nr. 221, Gr. 8, Sek. 3) anerkannte niederländische Hunderasse."
Rare dog breeds,Wirehaired Vizsla,"The Hungarian Wirehaired Vizsla ( VEESH-lə; Hungarian: [ˈviʒlɒ]) is the English name of the Drótszőrű Magyar Vizsla, a dog breed originating in Hungary, with the name translating directly as Hungarian wirehaired pointer. The English plural is vizslas or sometimes vizslak, based on the Hungarian plural vizslák [ˈviʒlaːk]). 
The Hungarian Wirehaired Vizsla (HWV) is a versatile hunting dog that was traditionally and currently used to hunt, point, and retrieve, referring to the dog's natural ability in tracking, pointing, and retrieving game. The breed also has a level personality making them suited for families. The Wirehaired Vizsla is a versatile, natural hunter endowed with an excellent nose and an above average trainability. Although they are lively, gentle mannered, demonstrably affectionate and sensitive, they are also fearless and possessed of a well-developed protective instinct. The breed has a firmness on point, is an excellent retriever, and has the determination to remain on the scent even when swimming. The overall appearance embodies the qualities of a multi-purpose pointing dog, endurance, working ability and an easily satisfied nature. This is a dog of power and drive in the field, yet is a tractable and affectionate companion in the home. The Hungarian Wirehaired Vizsla is a rare dog breed in Hungary with an estimated 30 litters (approximately 140-150 dogs) being registered annually (as reported in 2009).","Vizsla bezeichnet zwei Hunderassen:

Kurzhaariger Ungarischer Vorstehhund
Drahthaariger Ungarischer Vorstehhund"
